英文文件,英文题号,英文题干,状态,中文来源文件,中文来源题号,中文来源题干,备注
英文版第五章.docx,35,"35.A bank compliance officer discovers cash deposit activity inconsistent with the expected and historical cash activity within the personal accounts of the chairman of the board. The cash activity appears structured to avoid the local legal filing requirements for large cash transactions, and a suspicious transaction report (STR) was filed.How should the compliance officer report the filing of the STR to the board of directors without revealing the existence of the filing to the subject?",已一致,第五章.docx,31,31.银行合规专员发现与董事会主席的个人账户中现金存款活动与预期和历史现金活动不一致。现金活动显示有似乎故意避免当地对于大额现金交易需要法律备案要求，并递交了一份可疑交易报告(STR)。合规专员应该如何在不泄露可疑交易报告(STR)的情况下向董事会报告?,解析内容已与中文版一致
英文版第五章.docx,36,36.What should a financial institution （FI）do in response to a formal law enforcement request to produce documents?,已一致,第五章.docx,86,86.金融机构（FI）应如何回应正式的执法要求提供文件?,解析内容已与中文版一致
英文版第五章.docx,37,37.(多选题)When should a financial institution (FI) exit a relationship? (Choose two.),已一致,第五章.docx,32,32.(多选题)金融机构（FI）应何时退出关系?（选择两个。）,解析内容已与中文版一致
英文版第五章.docx,38,"38.An institution has made the decision to exit a client relationship due to anti-money laundering concerns. Prior to starting the close out process, the institution receives a written request from a law enforcement agency to keep the account open. The client is the subject of an ongoing investigation and law enforcement wants the institution to continue to monitor the account and report any suspicious activity.What is a primary consideration the institution should keep in mind when deciding whether to agree to this request?",已一致,第五章.docx,33,33.由于反洗钱问题，一家机构决定退出客户关系。在开始关闭程序之前，该机构收到一个执法机构的书面请求，以保持账户的开放。该客户是正在进行调查的主体，执法部门希望该机构继续监测该账户并报告任何可疑活动。在决定是否同意这一要求时，机构应该考虑的主要因素是什么?,解析内容已与中文版一致
英文版第五章.docx,39,39.(多选题)What two steps should a financial institution take when accepting a law enforcement request to keep an account open that may be associated with suspicious or criminal activities? (Choose 2 answers),已一致,第五章.docx,1,1.(多选题)一个金融机构在接受一项执法要求以保持一个可能与可疑或犯罪活动相关联的账户开放时，应该采取哪两个步骤?(选择2个答案),解析内容已与中文版一致
英文版第五章.docx,40,40.What is true regarding disclosure to a law enforcement agency by a financial institution of the supporting documentation for a suspicious transaction report?,已一致,第五章.docx,35,35.下列哪项是金融机构向执法机构披露可疑交易报告相关支持性文件的正确做法?,解析内容已与中文版一致
英文版第五章.docx,41,"41.A law enforcement agency is reviewing a suspicious transaction report (STR) filed by a financial institution for suspicious activity on a client's account. Subsequently, the agency requests further information. Which supporting documentation might the law enforcement agency request from the institution to facilitate its investigation?",已一致,第五章.docx,36,36.执法机构正在审查金融机构提交的客户账户可疑活动可疑交易报告，随后，执法机构要求提供进一步资料。执法机构还可以要求金融机构提供什么支持性文件?,解析内容已与中文版一致
英文版第五章.docx,42,42.A law enforcement official calls a bank inquiring about a customer who is currently under investigation. The law enforcement official requests information about the customer.How should the bank respond?,已一致,第五章.docx,37,37.一家执法官员致电银行询问目前正在调查的客户信息。银行员工应如何回应?,解析内容已与中文版一致
英文版第五章.docx,43,"43.Client A is flagged for a high volume of outgoing transfers. Further investigation reveals Client A has a potentially key role in a network linked to human trafficking. After filing a suspicious activity report, what step should the investigator take next?",已一致,第五章.docx,34,34.客户A因大量转出汇款而被标记。进一步的调查显示，客户A在一个与人口贩运有关的网络中可能扮演着关键角色。在提交了可疑活动报告后，调查员接下来应该采取什么措施?,解析内容已与中文版一致
英文版第五章.docx,44,"44.A customer has held an account at a bank and has lived locally for over 25 years. Historically he has come into the bank monthly to deposit a $$1,500 retirement check from the company where he worked. He is well known at the bank and often brings the staff cookies. Over the past four months, he has come into the bank every Monday, Wednesday, and Thursday to make $$3,000 cash deposits into his account. A review of his account shows that an $8,500 check made out to cash clears his account each week. The bank has decided to file a suspicious transaction report (STR).What is the important fact to include in the STR?",已一致,第五章.docx,38,38.客户在银行开了一个账户，在当地住了25年多。从历史上看，他每月将他从曾工作公司获得的1500美元的退休金支票存入该银行。他在银行很有名，经常给职员带饼干。在过去的四个月里，他每星期一、星期三和星期四都到银行，在他的账户上存入3000美元的现金存款。对他的账户的审查显示，每周8500美元的支票兑现了他的账户，银行已经决定提交一份可疑交易报告(STR)。在STR中包含的重要事实是什么?,解析内容已与中文版一致
英文版第五章.docx,45,45.The Head of Compliance was informed by external auditors of a finding that indicates an element of AML policy failed to comply with the regulatory requirement. Which action should the Head of Compliance take next?,已一致,第五章.docx,83,83.外部审计师将一项调查结果告知合规部主管，该调查结果表明反洗钱政策的一个要素未能符合监管要求。合规部主管下一步应该采取哪些行动?,解析内容已与中文版一致
英文版第五章.docx,46,"46.A law enforcement agent is conducting an investigation into a possible money laundering event. During the investigation, the officer will use:",已一致,第五章.docx,39,39.执法机构正在对潜在的洗钱事件进行调查。在调查期间，该官员将使用:,解析内容已与中文版一致
英文版第五章.docx,47,47.The compliance department receives an internal referral that appears to indicate terrorist financing. What is the first step that should be taken in the investigation process?,已一致,第五章.docx,40,40.合规部门收到一份内部转介，似乎表明有资助恐怖主义的行为。在调查过程中，应该采取的第一步是什么?,解析内容已与中文版一致
英文版第五章.docx,48,48.(多选题)Law enforcement is confidentially investigating 20 individuals suspected of belonging to a criminal network allegedly involved in laundering tens of millions of euros for cybercriminals.Which actions need to be taken by the AML Specialist at a bank upon learning the alert? (Choose two.),已一致,第五章.docx,41,41.(多选题)执法部门正在秘密调查20名涉嫌属于一个犯罪网络的个人，据称他们参与了为网络犯罪分子洗钱的数千万欧元。银行的反洗钱专家在得知警报后需要采取哪些行动?(选择两项),解析内容已与中文版一致
英文版第五章.docx,49,"49.(多选题)A client opens a bank account for a multi-level marketing company. The debits and credits of the account are numerous and very involved. Further, there are a lot of international transactions. Also, funds are being funneled from the company to the client's personal account in another jurisdiction.Which two steps should law enforcement take in investigating this matter? (Choose two.)",已一致,第五章.docx,42,42.(多选题)一位客户在银行为一个多层营销公司开立了帐户，帐户的借贷项目多，相互关系大，而且有大量国际交易，此外，该帐户还向客户在其他司法管辖区的个人账户输送资金，执法部门在调查时应采取以下那2个措施?(选择两项),解析内容已与中文版一致
英文版第五章.docx,50,"50.(多选题)A bank is preparing for a regulatory exam after a previous regulatory exam identified weaknesses in its AML program. Since the last exam, the bank has:Improved its written AML program Hired an experienced AML compliance officer Demonstrated a stronger culture of compliance Focused on clearing its transaction monitoring case backlog and enhancing its sanctions screening program Which of the following are correct? （Choose TWO.）（1分）",已一致,第五章.docx,88,88.(多选题)一家银行正在为监管检查做准备，因为在上一次监管检查中发现了其AML（反洗钱）计划的缺陷。自上次检查以来，该银行已经:改进了书面AML计划，聘请了一位经验丰富的AML合规官，展现了更强的合规文化，专注于清理交易监控案例积压，并加强了制裁筛查计划。以下哪些选项是正确的?（选择两个）,解析内容已与中文版一致
英文版第五章.docx,51,"51.(多选题)A financial institution (FI) is being investigated for possible money laundering. When cooperating with law enforcement agencies, which additional steps should theFI ensure are taken? (Choose two.)",已一致,第五章.docx,43,43.(多选题)执法机构正在调查一家金融机构（FI）是否可能洗钱。金融机构在与执法机构合作时，应采取哪些额外步骤?（选择两个）,解析内容已与中文版一致
英文版第五章.docx,52,52.(多选题)The AML compliance officer of a financial institution (FI) has been advised that the institution is being investigated by the country's financial intelligence unit (FIU). What should the AML compliance officer do? (Choose two.),已一致,第五章.docx,44,44.(多选题)某金融机构（FI）的反洗钱合规官员被告知，该机构正被该国的金融情报机构（FIU）调查。该反洗钱合规官员应该怎么做?(请选择两项),解析内容已与中文版一致
英文版第五章.docx,53,53.A compliance officer at a financial institution (FI) received an investigation request for a customer from a local law enforcement agency. The compliance officer informs the senior management team. Which action should be taken by the FI?,已一致,第五章.docx,45,45.金融机构（FI）的合规官收到了当地执法机构对客户的调查请求。合规官通知高级管理团队。金融机构应采取哪些行动?,解析内容已与中文版一致
英文版第五章.docx,54,54.The board of directors receives notice from the primary regulator of the bank that potentially suspicious activity has been identified and the bank president appears to be involved. The Board asks the compliance officer for advice.Which action should the compliance officer take when informed?,已一致,第五章.docx,46,46.董事会收到了银行主要监管机构的通知，表明已发现潜在可疑活动，银行行长似乎也参与其中。董事会要求合规专员提供建议。合规专员在接到通知后应采取什么行动?,解析内容已与中文版一致
英文版第五章.docx,55,55.A law enforcement agency is conducting an investigation on a FI. How should the FI respond to the law enforcement agency's requests?,已一致,第五章.docx,47,47.一个执法机构正在对一个FI进行调查。FI应如何回应执法机构的要求?,解析内容已与中文版一致
英文版第五章.docx,56,56.Law enforcement submitted a request to a bank for information regarding one of its customers. How should the bank respond according to Financial Action Task Force Guidance?,已覆盖,第五章.docx,48,48.执法部门向银行提交了一份有关其客户信息的请求。银行应如何根据金融特别行动工作组的指导作出回应?,按题干、选项和答案确认对应后覆盖
英文版第五章.docx,57,57.A law enforcement agent calls a bank anti-money laundering investigator for supporting information about a suspicious transaction report that was filed the previous month.How should the investigator respond?,已一致,第五章.docx,49,49.一家执法代理致电银行反洗钱调查员要求提供有关上个月提交的可疑交易报告的信息。调查人员应如何回应?,解析内容已与中文版一致
英文版第五章.docx,58,58.Law enforcement is conducting an investigation of a FI and has submitted an overly broad and unduly intrusive request.Which is a FIs most appropriate response?,已一致,第五章.docx,50,50.执法部门正在对一个金融机构进行调查，并提出了一个过于宽泛和不适当的干涉性要求。金融机构最适当的反应是什么?,解析内容已与中文版一致
英文版第五章.docx,59,59.An internal investigation log is primarily intended to:,已一致,第五章.docx,112,112.,解析内容已与中文版一致
英文版第五章.docx,60,60.(多选题)Which two factors assist a money laundering investigation that involves multiple countries? (Choose two.),已一致,第五章.docx,51,51.(多选题)下列哪两个因素协助涉及多个国家的反洗钱调查工作?（选2个答案）,解析内容已与中文版一致
英文版第五章.docx,61,61.It is suggested that FI should respond to the requirements of law enforcement agencies by:,已一致,第五章.docx,52,52.建议FI对执法机构的要求作出回应的方式是:,解析内容已与中文版一致
英文版第五章.docx,62,"62.When financial institutions respond to formal criminal investigations by law enforcement agencies, what is the main purpose of requiring all information to be centralized through a unified channel?",已一致,第五章.docx,91,91.当金融机构在回应执法机关的正式刑事调查时，要求所有资讯应集中经由统一管道出入的主要目的为何?,解析内容已与中文版一致
英文版第五章.docx,63,63.(多选题)What three ways are suggested to respond to the investigation by law enforcement agencies?,已一致,第五章.docx,92,92.(多选题)建议采取哪三种方式来应对执法机关调查?,解析内容已与中文版一致
英文版第五章.docx,64,64.Which location provides a law enforcement investigator the best opportunity for a productive investigative interview of a suspect?,已一致,第五章.docx,53,53.下列哪一个地点为执法人员提供了一个对嫌疑犯进行富有成效的调查采访的最佳机会?,解析内容已与中文版一致
英文版第五章.docx,65,"65.If they don't have enough control mechanism to identify and reduce high-risk activities, what kind of financial crime risks may they face?",已一致,第五章.docx,93,93.若他们没有足够之管控机制来识别和降低高风险活动，则可能面临何种金融犯罪风险?,解析内容已与中文版一致
英文版第五章.docx,66,66.(多选题)Which of the below statements are supported by the Financial Action Task Force （FATF）40 Recommendations adopted in 2012?（Choose Two.),已一致,第五章.docx,95,95.(多选题)以下哪些陈述符合2012年通过的《金融行动特别工作组（FATF）40项建议》?（请选择两个）,解析内容已与中文版一致
英文版第五章.docx,67,"67.According to the Financial Action Task Force, financial institutions should be required to implement:",已一致,第五章.docx,61,61.根据金融行动特别工作组的意见，应要求金融机构执行:,解析内容已与中文版一致
英文版第五章.docx,68,68.(多选题)Which three measures are contained in Financial Action Task Force 40 Recommendations for reporting suspicious activity? (Choose three.),已一致,第五章.docx,57,57.(多选题)FATF40项建议中提到的报告可疑行为的方法包括:请选择三个答案。,解析内容已与中文版一致
英文版第五章.docx,69,69.FATF recommends the incorporation of some measures in customer due diligence (CDD) programs including:,已一致,第五章.docx,55,55.金融行动特别工作组(FATF)建议在客户尽职调查（CDD）计划中纳入一些措施，包括:,解析内容已与中文版一致
英文版第五章.docx,70,"70.An incoming urgent international wire transfer in U.S. dollars has been identified by the sanctions screening team. The transaction is a large rounded amount and the name of the beneficiary is `North Korean Cigars Company` with an address in an industrial zone in Tianjin, China.Which action should the sanctions team take?",已一致,第五章.docx,58,"58.制裁甄别小组确认了一笔国际紧急美元电汇，该交易金额巨大，是给一家位于中国天津工业区，收益方名叫""朝鲜烟草公司""。制裁甄别小组应该采取哪些下列行动?",解析内容已与中文版一致
英文版第五章.docx,71,71.Which action should financial institutions with cross border correspondent banking activity be required to perform according to the Financial Action Task Force 40 Recommendations?,已一致,第五章.docx,59,59.根据FATF40项建议，下列哪一项是具有跨境代理银行业务的金融机构要求做到的?,解析内容已与中文版一致
英文版第五章.docx,72,72.Which statement is true regarding the FATF standards for SARs/STRs information sharing within a financial group?,已一致,第五章.docx,56,56.关于金融集团内SARs/STRs信息共享的FATF标准，哪一项陈述是正确的?,解析内容已与中文版一致
英文版第五章.docx,73,73.Which type of sanctions are most likely to be used in order to avoid escalating violent conflicts and/or proliferation of weapons?,已一致,第五章.docx,54,54.为了避免暴力冲突升级和/或武器扩散，最有可能使用哪种制裁?,解析内容已与中文版一致
英文版第五章.docx,74,74.(多选题)Which two mechanisms should be implemented to assist with cross-border money laundering investigations? (Choose two.),已一致,第五章.docx,60,60.(多选题)应采取哪两种机制协助跨境洗钱调查?(选择2个答案),解析内容已与中文版一致
英文版第五章.docx,75,75.(多选题)How can awareness be raised within countries that do not have sanctions regulatory regimes?（Choose Two）,已一致,第五章.docx,97,97.(多选题)在没有制裁监管体系的国家，如何提高对制裁的认知?（请选择两个选项）,解析内容已与中文版一致
英文版第五章.docx,76,76.Which of the following is the definition of Mutual Legal Assistance Treaty?,已一致,第五章.docx,108,108.下列哪一项是司法互助协定(Mutual Legal Assistance Treaty)的定义?,解析内容已与中文版一致
英文版第五章.docx,77,77.A legal instrument that is executed between two nations and governs cross-border information sharing is known as a:,已一致,第五章.docx,98,98.两个国家之间签署的法律文件，用于规范跨境信息共享，被称为:,解析内容已与中文版一致
英文版第五章.docx,78,78.Country A's anti-corruption authority has been investigating the movement of potential proceeds of bribery and corruption to Country B and is now preparing to take the case to a local court Which method of obtaining the required evidence to prosecute the case would be most effective?[1分],已一致,第五章.docx,99,99.A国的反腐机构一直在调查涉嫌贿赂和腐败的资金流向B国，并准备将案件提交至当地法院起诉。以下哪种方法最有效地获取所需证据来起诉该案件?,解析内容已与中文版一致
英文版第五章.docx,79,79.Which is the first valid step in the Mutual Legal Assistance Treaties (MLAT) international cooperation process?,已一致,第五章.docx,62,62.司法互助协定国际合作进程的第一个有效步骤是什么?,解析内容已与中文版一致
英文版第五章.docx,80,80.Which type of formal agreement occurs between countries that wish to aid each other in the investigation and enforcement of criminal laws?,已一致,第五章.docx,63,63.哪种类型的正式协议发生在希望在调查和执行刑事法律方面相互援助的国家之间?,解析内容已与中文版一致
英文版第五章.docx,81,81.(多选题)Which are characteristics of Mutual Legal Assistance Treaties (MLAT)? (Choose three.),已一致,第五章.docx,64,64.(多选题)哪些是法律互助条约（MLAT）的特点?(选择三个),解析内容已与中文版一致
英文版第五章.docx,82,82.What best explains the purpose of the Egmont Alliance?,已一致,第五章.docx,103,103.何者最能解释艾格蒙联盟之宗旨?,解析内容已与中文版一致
英文版第五章.docx,83,"83.(多选题)Suzy is the compliance supervisor for the prevention and control of money laundering in a large financial institution, and the board of directors asked her to try to ensure the confidentiality of the suspicious transaction report submitted by the institution. Which three things should she consider?",已一致,第五章.docx,100,100.(多选题)Suzy是一家大型金融机构的防制洗钱法规遵循主管，董事会要求她设法保证该机构报送的可疑交易报告的机密性。她应考虑下列哪三件事?,解析内容已与中文版一致
英文版第五章.docx,84,84.A bank received a subpoena regarding one of its clients. The Financial Intelligence Unit（FIU）of the bank should review the subpoena and:,已一致,第五章.docx,109,109.银行收到了一份关于某客户的传票。银行的金融情报部门,解析内容已与中文版一致
英文版第五章.docx,85,85.Which statement regarding data privacy in AML investigations is the most accurate?,已一致,第五章.docx,101,101.关于反洗钱（AML）调查中的数据隐私，以下哪项陈述最准确?,解析内容已与中文版一致
英文版第五章.docx,86,86.(多选题)What are the roles of a government FinanciaI Intelligence Unit（FIU）?（Choose Three.）,已一致,第五章.docx,102,102.(多选题)政府的金融情报单位（FIU）的职责包括哪些?（请选择三个）,解析内容已与中文版一致
英文版第五章.docx,87,87.Which of the following is a core function of a Financial Intelligence Unit（FIU）as described in FATF Recommendation 29?,已一致,第五章.docx,104,104.根据FATF第29条建议，金融情报单位（FIU）的核心职能是什么?,解析内容已与中文版一致
英文版第五章.docx,88,88.(多选题)Which statements relate to the role of financial intelligence units （FIUs）in combatting financial crime on a national and international level?（Choose Three.）,已一致,第五章.docx,105,105.(多选题)哪些陈述涉及金融情报机构在国家和国际层面打击金融犯罪方面的作用?（选择三个）,解析内容已与中文版一致
英文版第五章.docx,89,89.The anti-money laundering specialist of a small bank has identified suspicious activity at a branch located in an area of town where drug dealers are known to operate. An investigation of this activity discloses that the suspicious transactions occurred within the last 3 months and were processed by the same teller（cashier）. The teller （cashier） did not file an internal report of unusual activity on these transactions. When checking personnel files. The specialist finds that the teller（cashier）has been a trusted employee for over 15 years， has animpeccable work record， and has participated in several anti-money laundering training sessions. The specialist recently became aware that the employee＇s daughter has contracted a rare disease and is undergoing a very expensive treatment program. Regarding the teller＇s （cashier＇s） failure to report the unusual activity to the institution，the specialist should recommend,已一致,第五章.docx,106,106.一家小银行的反洗钱专家发现，位于已知有毒贩活动的城镇地区的一家分行存在可疑活动。对这一活动的调查显示，可疑交易发生在过去3个月内，由同一出纳员（柜员）处理。出纳员没有就这些交易的异常活动提交内部报告。在检查人员档案时，专家发现出纳员作为一名受信任的员工已经超过15年，工作记录无可挑剔，并参加了多次反洗钱培训课程。这位专家最近意识到，这位员工的女儿患了一种罕见的疾病，正在接受非常昂贵的治疗计划。关于出纳未能向机构报告异常活动，专家应建议,解析内容已与中文版一致
英文版第五章.docx,90,90.What national agency is responsible for analyzing and assessing the information it receives to substantiate possible existence of money laundering or terrorist financing activities?,已一致,第五章.docx,65,65.哪个国家机构负责分析和评估其收到的信息，以证实可能存在洗钱或资助恐怖主义活动?,解析内容已与中文版一致
英文版第五章.docx,91,"91.Under the Egmont Group Principles, information exchange among Financial Intelligence Units (FIUs) is conducted:",已一致,第五章.docx,66,66.根据埃格蒙特集团原则，金融情报机构之间的信息交流是:,解析内容已与中文版一致
英文版第五章.docx,92,92.What type of information is received by government Financial Intelligence Units (FIUs)?,已一致,第五章.docx,67,67.政府金融情报机构（FIU）会收到什么类型的信息?,解析内容已与中文版一致
英文版第五章.docx,93,"93.According to the recommendations of the Financial Action Task Force, what role does a country's financial intelligence unit play in preventing money laundering?",已一致,第五章.docx,68,68.根据金融行动特别工作组的建议，一个国家的金融情报机构在防范洗钱方面发挥什么作用?,解析内容已与中文版一致
英文版第五章.docx,94,94.Which regulatory agencies cooperate in handling cross-border suspicious or abnormal financial activities investigations?,已一致,第五章.docx,69,69.哪些监管机构在处理跨境可疑或异常金融活动调查时进行合作?,解析内容已与中文版一致
英文版第五章.docx,95,95.Which safeguard is in place for Financial Intelligence Units (FIUs) to share information securely according to Egmont?,已一致,第五章.docx,70,70.根据埃格蒙特的说法，金融情报机构（FIU）安全共享信息的保障措施是什么?,解析内容已与中文版一致
英文版第五章.docx,96,96.Financial Intelligence Units (FIUs) are responsible for:,已一致,第五章.docx,71,71.金融情报机构负责:,解析内容已与中文版一致
英文版第五章.docx,97,97.What are the three basic functions of a national financial intelligence unit?,已一致,第五章.docx,72,72.国家金融情报机构的三个基本职能是什么?,解析内容已与中文版一致
英文版第五章.docx,98,98.(多选题)Which two actions should Financial Intelligence Units (FIUs) take when submitting a request to another FIU? (Choose two.),已一致,第五章.docx,73,73.(多选题)金融情报机构在向另一个金融情报机构提交申请时，应该有哪两个行动发生?(选择2个答案),解析内容已与中文版一致
英文版第五章.docx,99,"99.According to recommendations from the FATF, what role does a country's Financial Intelligence Unit (FIU) play in safeguarding against money laundering?",已一致,第五章.docx,74,74.根据金融行动特别工作组(FATF)的建议，一个国家的金融情报机构在防止洗钱方面发挥什么作用?,解析内容已与中文版一致
英文版第五章.docx,100,100.What are the core functions of the financial intelligence unit?,已一致,第五章.docx,111,111.金融情报机构的核心职能是什么？,解析内容已与中文版一致
英文版第五章.docx,101,101.(多选题)Which two channels can be utilized during a cross-border money laundering investigation to assist in gathering information according to Financial Action Task Force? (Choose two.),已一致,第五章.docx,75,75.(多选题)根据金融特别行动工作组，在跨境洗钱调查中可以利用哪两个渠道协助收集信息?,解析内容已与中文版一致
英文版第五章.docx,102,"102.A large international bank has detected potentially suspicious activity in one of its customer accounts. Following an investigation, the bank has determined the activity to be typical of suspected money laundering.To which entity should this activity be reported on a suspicious transaction report according to Financial Action Task Force?",已一致,第五章.docx,76,76.一家大型国际银行在其一个客户账户中发现了潜在的可疑活动。经调查，该银行已确定这项活动是典型的涉嫌洗钱活动。根据金融特别行动工作组，这一活动应向哪一个实体报告可疑交易报告?,解析内容已与中文版一致
英文版第五章.docx,103,103.(多选题)In which two ways does a government Financial Intelligence Unit interact with public and private sectors? (Choose two.),已一致,第五章.docx,77,77.(多选题)金融情报机构通过以下那两种方式与公共部门和私营机构互动?（选择两项）,解析内容已与中文版一致
英文版第五章.docx,104,104.What is a primary responsibility of a FIU?,已一致,第五章.docx,78,78.什么是金融情报机构的主要责任?,解析内容已与中文版一致
英文版第五章.docx,105,"105.After receiving a report of suspicious activity regarding a specific customer account, the relevant law enforcement agency requested permission to interview bank personnel familiar with the basic transactions. What actions should the compliance officer take?",已一致,第三章.docx,185,185.在收到关于客户账户的可疑活动报告后，相关执法机构要求允许采访熟悉基本交易的银行员工。合规官应采取哪些措施？,解析内容已与中文版一致
英文版第五章.docx,106,106.According to the Financial Action Task Force methodology， which situations would require a financial institution（FI） to consider filing a suspicious activity report？,已一致,第五章.docx,84,84.根据金融行动特别工作组的方法，哪些情况需要金融机构考虑提交可疑活动报告?,解析内容已与中文版一致
英文版第五章.docx,107,"107.(多选题)According to FinCEN, when a financial institution (FI) discovers suspicious activities and needs to submit a suspicious activity report (SAR), which of the following statements is correct about Supporting Documentation of SAR? (Please select two)",已一致,第五章.docx,113,113.(多选题)根据FinCEN(美国金融犯罪执法网络)的规定，当一家金融机构(FI)发现可疑活动并需提交可疑活动报告(SAR)时，以下哪些说法关于 SAR 的支持文件(Supporting Documentation)是正确的?(请选择两个),解析内容已与中文版一致
英文版第五章.docx,108,108.(多选题)What are the main responsibilities of a country's financial intelligence unit (FIU)? (Please select two),已一致,第五章.docx,114,114.(多选题)一个国家的金融情报单位(FIU)的主要职责包括哪些?(请选择两个),解析内容已与中文版一致
英文版第五章.docx,109,109.A bank received a subpoena regarding one of its clients. The financial intelligence unit of the bank should review the subpoena and:,已一致,第五章.docx,19,19.一家银行收到了关于其一名客户的传票。银行的金融情报部门应审查传票，并:,解析内容已与中文版一致
英文版第五章.docx,110,110.What is the most appropriate practice when determining the timeframe for submitting a suspicious activity report (SAR) to the local financial intelligence unit (FIU)?,已一致,第五章.docx,82,82.在确定提交可疑活动报告（SAR）给当地金融情报单位（FIU）的时间框架时，以下哪种做法最合适?,解析内容已与中文版一致
英文版第五章.docx,111,111.The Head of Compliance was informed by external auditors of a finding that indicates an element of AML policy failed to comply with the regulatory requirement. Which action should the Head of Compliance take next?,已一致,第五章.docx,83,83.外部审计师将一项调查结果告知合规部主管，该调查结果表明反洗钱政策的一个要素未能符合监管要求。合规部主管下一步应该采取哪些行动?,解析内容已与中文版一致
英文版第六章.docx,1,1.Which red flag is most relevant to money laundering through capital markets?,已一致,第二章.docx,100,100.以下哪种可疑迹象最符合资本市场中的洗钱活动?,解析内容已与中文版一致
英文版第六章.docx,2,2.(多选题)Under which two circumstances may law enforcement be given access to a financial institution customer's financial records? (Choose two.),已一致,第六章.docx,2,2.(多选题)在哪两种情况下，执法部门可以访问金融机构客户的财务记录?（选两个）,解析内容已与中文版一致
英文版第六章.docx,3,3.(多选题)How should law enforcement obtain documentation from an institution when suspicious activity was identified? (Choose two.),已一致,第六章.docx,1,1.(多选题)当发现可疑活动时，执法部门应如何从机构获取文件?（选择两个）,解析内容已与中文版一致
英文版第六章.docx,4,4.What is a key objective of the Egmont Group?,已一致,第六章.docx,3,3.埃格蒙特集团的主要目标是什么?,解析内容已与中文版一致
英文版第六章.docx,5,"5.(多选题)A potential client walks into an accounting firm and wants to set up a company. After the meeting, the accountant felt very uncomfortable. What two opinions of accountants need to be reported to the compliance officer?",已一致,第六章.docx,4,4.(多选题)一个潜在的客户走进一家会计师事务所，想成立一家公司。会见结束后，会计师感到很不舒服。会计师的哪两项意见需要上报给合规官员?,解析内容已与中文版一致
英文版第六章.docx,6,6.What is a key risk associated with Correspondent Accounts according to the Basel Customer Due Diligence paper?,已覆盖,第六章.docx,6,6.根据巴塞尔委员会发布的<<银行客户尽职调查白皮书>>代理账户的主要风险是?,按题干、选项和答案确认对应后覆盖
英文版第六章.docx,7,7.What is an example of a legal risk a financial institution (FI) could face if it is sanctioned for failure to report suspected fraud activity?,已一致,第六章.docx,5,5.如果金融机构（FI）因未报告可疑欺诈活动而受到制裁，其可能面临的法律风险是什么?,解析内容已与中文版一致
英文版第六章.docx,8,"8.The compliance officer for a bank is reviewing on-boarding documents for a new business account for a domestic corporation. The officer is unable to verify the identity of the beneficial owners of the company. Only information on the nominee owners was provided, and none of the listed addresses are local. The purpose of the business and future expected activity was disclosed to include cash letters, money orders and international remittance transfers.Which red flag identifies a heightened money laundering risk?",已一致,第六章.docx,7,7.一家银行的合规负责人在审查一家本地企业开立银行账户的资料时发现无法找到公司实际控制人的身份信息。资料中只提供了名义控制人的信息，而且提供的地址都不是本地的。企业经营目的和未来计划中包括要使用现金转运单、汇款单和国际汇款。下列哪一项描述加剧洗钱风险?,解析内容已与中文版一致
英文版第六章.docx,9,"9.A Money Laundering Reporting Officer (MLRO) was aware that a strategically important client of the bank was sending money to human traffickers. However, theMLRO did not report the activity to law enforcement or move to exit the relationship. What is the legal term for the activity the MLRO engaged in?",已一致,第六章.docx,9,9.一名洗钱报告官（MLRO）意识到该银行的一个具有战略重要性的客户正在向人口贩运者汇款。然而反洗钱报告员没有向执法部门报告该活动，也没有采取退出关系的行动。反洗钱报告员从事的活动的法律术语是什么?,解析内容已与中文版一致
英文版第六章.docx,10,10.An analyst reviewing trade finance transactions notices an increase in price of 25% over 12 months for commodities with the same specification and quantity.Which action should the analyst take?,已一致,第六章.docx,10,10.审查贸易融资交易的分析师注意到，在12个月内，相同规格和数量的商品价格上涨了25%。分析师应该采取什么行动?,解析内容已与中文版一致
英文版第六章.docx,11,11.(多选题)Which three criteria does a shell bank meet according to the Wolfsberg Principles on Correspondent Banking?（Choose Three）,已一致,第六章.docx,15,15.(多选题)(多选题) 根据沃尔夫斯堡代理银行原则，空壳银行符合哪三个标准?（选择三个）,解析内容已与中文版一致
英文版第六章.docx,12,12.A customer has held an account at a local credit institution for 10 years. The account has received deposits twice weekly for the same amount and has never shown signs of suspect behavior. Monitoring software indicated that in the past few months the account has received several large deposits that were not in line with the account history. When asked， the customer states she recently sold a piece of property，which is supported with a proof of sale. Which of the following should the compliance officer do next?,已一致,第六章.docx,11,11.一名客户在当地信用机构开立了一个账户10年。该账户每周收到两次相同金额的存款，从未出现可疑行为迹象。监控软件显示，在过去几个月内，该账户收到了几笔与账户历史记录不符的大额存款。当客户表示，她最近出售了一处房产，并附有出售证明。合规官下一步该怎么办?,解析内容已与中文版一致
英文版第六章.docx,13,"13.(多选题)According to FinCEN, which red flags within a bank account may, taken together, be indications of modern slavery, human trafficking, and exploitation? （Choose Two.）",已一致,第六章.docx,12,12.(多选题)根据美国金融犯罪执法网络（FinCEN）的指导，银行账户中的哪些可疑迹象，如果同时出现，可能表明涉及现代奴役、人口贩运和刹削?（请选择两个）,解析内容已与中文版一致
