current_question_number,mapping_source_file,mapping_source_number,mapping_confidence,mapping_status,option_mapping,mapping_reason,proposed_question,proposed_A,proposed_B,proposed_C,proposed_D,proposed_E,proposed_F,current_answer,chinese_answer,proposed_answer,change_type,answer_analysis_risk,agent_notes
74,第五章.docx,60,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which two mechanisms should be implemented to assist with cross-border money laundering investigations? (Choose 2.),Countries should request Interpol to provide the required information.,Countries should ensure that information received is protected from unauthorized disclosure.,Countries should establish mechanisms allowing financial investigators to obtain and share information in respect of specific investigations.,Countries should conduct separate investigations to ensure information is not unintentionally disclosed without the appropriate legal approval.,,,BC,BC,BC,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
75,第五章.docx,97,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,How can awareness be raised within countries that do not have sanctions regulatory regimes? (Choose 2.),Restrict trade between countries that have robust AML/CFT and sanctions regulatory regimes and those that do not.,"AFC (Anti-Financial Crime) and sanctions-related seminars,webinars,and training within these countries.",Enforcement and pecuniary fines against these countries.,Bilateral conversations and cooperation between governments.,,,BD,BD,BD,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
76,第五章.docx,108,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which of the following is the definition of Mutual Legal Assistance Treaty?,A written request for legal or judicial assistance sent by the central government of one country to the central government of another country to seek assistance from a foreign jurisdiction.,"An agreement between countries that allows countries to assist each other in legal proceedings and access to documents,witnesses and other legal and judicial resources in the private and public sectors of their respective countries for the purpose of official investigation and accusation.",The agreement reached between the two sides on formulating a series of principles to deal with the relationship between the two sides on specific matters,"Countries notify the use of cooperation memoranda to manage assets shared in international asset confiscation cases,or formulate their own obligations in preventing money laundering.",,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
77,第五章.docx,98,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,A legal instrument that is executed between two nations and governs cross-border information sharing is known as a:?,"(Memorandum of Agreement,MOA)",(Declaration of Understanding),"(Memorandum of Understanding,MOU)","(Mutual Legal Assistance Treaty,MLAT)",,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
78,第五章.docx,99,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Country A's anti-corruption authority has been investigating the movement of potential proceeds of bribery and corruption to Country B and is now preparing to take the case to a local court Which method of obtaining the required evidence to prosecute the case would be most effective?[1分]?,Make a request for the required evidence using Country A's Mutual Legal Assistance Treaty (MLAT) with CountryB.,Use the Egmont Secure Web to obtain the required evidence from Country B's Financial Intelligence Unit (FIU).,Use the International Criminal Police Organization (INTERPOL) network to obtain the required evidence from CountryB.,Make an official request directly from the head of Country A's anti-corruption authority to Country B's corresponding law enforcement authority.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
79,第五章.docx,62,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which is the first valid step in the Mutual Legal Assistance Treaties (MLAT) international cooperation process?,The central authority that receives the request sends it to a local judicial officer to find out if the information is available.,The central authority of the requesting country sends a commission letter of request to the central authority of the other country.,The investigator may remove the evidence collected without asking permission to do so.,An investigator from the requesting country visits the country where the information is sought and takes statements from the identified witnesses or suspects.,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
80,第五章.docx,63,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which type of formal agreement occurs between countries that wish to aid each other in the investigation and enforcement of criminal laws?,Foreign Information Exchange,Inter-country Agreement to Combat Trafficking,Mutual Legal Assistance Treaty,Joint Comprehensive Peace Agreement,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
81,第五章.docx,64,中,待人工确认,A→A;B→B;C→C;D→D;E→E;F→F,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which are characteristics of Mutual Legal Assistance Treaties (MLAT)? (Choose 3.),MLAT cooperatively combats crime between countries.,MLAT does not provide a legal basis for transmitting evidence.,MLATs cannot be used for obtaining banking records from treaty partners.,MLATs are useful for gathering evidence and intelligence in a foreign country.,MLATs are neither public nor binding under international law.,MLAT only involves two countries.,ADF,ADF,ADF,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
82,第五章.docx,103,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What best explains the purpose of the Egmont Alliance?,As a policy forum for illicit drug trade,Providing a forum for use by global financial intelligence units,Develop standards for the industry to know your customers.,Protecting the financial system from abuse or corruption,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
83,第五章.docx,100,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"Suzy is the compliance supervisor for the prevention and control of money laundering in a large financial institution,and the board of directors asked her to try to ensure the confidentiality of the suspicious transaction report submitted by the institution. Which three things should she consider? (Choose 3.)",Train employees to ensure that they will not inadvertently disclose or report to the target customers.,Ensure that employees know how to call up suspicious transaction reports quickly and simply by customer name.,Establish strict recording procedures and keep suspicious transaction report information separately to ensure its confidentiality.,"Establish relevant procedures so that when a request for a copy of the suspicious transaction report is received,it can be responded in a timely and appropriate manner.",,,ACD,ACD,ACD,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
84,第五章.docx,109,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,A bank received a subpoena regarding one of its clients. The Financial Intelligence Unit(FIU)of the bank should review the subpoena and:?,"File a Suspicious Activity Report (SAR),including the receipt of the subpoena in the SAR narrative.",Perform a transaction review and respond fully to the subpoena.,Close the client's account by informing the client of the subpoena.,Adjust the client and close the case.,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
85,第五章.docx,101,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which statement regarding data privacy in AML investigations is the most accurate?,Financial Intelligence Units (FIUs) should document purposes for which personal data included on Suspicious Activity Reports (SARs) may be shared with other agencies.,Any customer that is the subject of a suspicious report filing has the right to request redaction of their personal data.,Data privacy laws prohibit information sharing between financial institutions for the purposes of AML investigations in all jurisdictions.,Organizations are required to demonstrate that customers have opted into information sharing before submitting SARs to relevant Financial Intelligence Units (FIUs).,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
86,第五章.docx,102,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What are the roles of a government FinanciaI Intelligence Unit(FIU)? (Choose 3.),"Investigate and,where appropriate,prosecute all suspicious transaction and suspicious activity reports received from reporting institutions or obliged institutions.",Analyze all suspicious transaction and suspicious activity reports received from reporting institutions or obliged institutions.,Disseminate analysis of suspicious transaction and suspicious activity reports to foreign judicial systems to enhance their anti-money laundering and terrorist financing investigations and prosecutions.,Disseminate the analysis of suspicious transaction and suspicious activity reports to local law enforcement agencies and foreign FIUs to combat money laundering.,Receive reports of suspicious transactions and suspicious activities from reporting institutions or obliged institutions.,,BDE,BDE,BDE,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
87,第五章.docx,104,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which of the following is a core function of a Financial Intelligence Unit(FIU)as described in FATF Recommendation 29?,Serving as a national center for the collection and analysis of suspicious activity.,Prosecuting significant cases of money laundering or terrorist financing under national jurisdiction.,Sponsoring the research and development of advanced technological surveillance tools for AML investigations.,Sharing real-time criminal intelligence gathered from national law enforcement agencies with the private sector.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
88,第五章.docx,105,中,待人工确认,A→A;B→B;C→C;D→D;E→E;F→F,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which statements relate to the role of financial intelligence units (FIUs)in combatting financial crime on a national and international level? (Choose 3.),FIUs can only engage in cross-border collaboration where there exists a reasonable suspicion that is confirmed by a court-issued document.,"FIUs are legally empowered to use a wide range of investigative techniques,both in the public and in the private sector.",FIUs use a limited range of investigative techniques.,FIUs have a broad range of financial information to assess suspicious activity alerts.,FIUs can only command data and information requests from public sector entities.,FIUs are able to cooperate both with foreign counterparts and national institutions,BDF,BDF,BDF,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
89,第五章.docx,106,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"The anti-money laundering specialist of a small bank has identified suspicious activity at a branch located in an area of town where drug dealers are known to operate. An investigation of this activity discloses that the suspicious transactions occurred within the last 3 months and were processed by the same teller(cashier). The teller (cashier) did not file an internal report of unusual activity on these transactions. When checking personnel files. The specialist finds that the teller(cashier)has been a trusted employee for over 15 years,has animpeccable work record,and has participated in several anti-money laundering training sessions. The specialist recently became aware that the employee's daughter has contracted a rare disease and is undergoing a very expensive treatment program. Regarding the teller's (cashier's) failure to report the unusual activity to the institution,the specialist should recommend?",Continuing to monitor the accounts.,Refreshing anti-money laundering training for the teller (cashier).,Directing the teller (cashier) to file a suspicious transaction report.,Suspending the teller's (cashier's) employment.,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
90,第五章.docx,65,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What national agency is responsible for analyzing and assessing the information it receives to substantiate possible existence of money laundering or terrorist financing activities?,The Financial Intelligence Unit (FIU),FATF,The Basel Committee,The Wolfsburg Group,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
91,第五章.docx,66,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"Under the Egmont Group Principles,information exchange among Financial Intelligence Units (FIUs) is conducted:?",Without the expectation of reciprocity on how the information will be used.,"Freely,spontaneously,and upon request,on the basis of reciprocity.",Only if the status of the foreign FIU is related to law enforcement.,With set limits on the amount of financial and administrative information provided.,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
92,第五章.docx,67,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What type of information is received by government Financial Intelligence Units (FIUs)?,STRs,Client name screening results,Compliance frameworks,Politically Exposed Persons (PEPs) registrations,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
93,第五章.docx,68,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"According to the recommendations of the Financial Action Task Force,what role does a country's financial intelligence unit play in preventing money laundering?",Monitoring the economic statistics published monthly,Assisting in tracing criminal activities by producing suspicious activity reports,Generate a currency transaction report and send it to the central bank.,Analysis of data from suspicious activity reports,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
94,第五章.docx,69,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which regulatory agencies cooperate in handling cross-border suspicious or abnormal financial activities investigations?,European commission,Wolfsburg Group,Financial action task force,Financial intelligence unit,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
95,第五章.docx,70,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which safeguard is in place for Financial Intelligence Units (FIUs) to share information securely according to Egmont?,A computer with access to the Egmont Secure Web is accessible to all members of the FIU.,Information sharing is conducted according to processes contained in Memoranda of Understanding.,Intelligence is shared via messaging applications.,Investigators are allowed to request information from a foreign FIU directly.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
96,第五章.docx,71,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Financial Intelligence Units (FIUs) are responsible for:?,The timely dissemination of cases to law enforcement agencies.,Responding to requests from law enforcement agencies for information contained in regulatory reports.,Sharing evidence with other FIUs.,Receiving confirmed reports about committed crimes from accountable and reporting institutions.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
97,第五章.docx,72,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What are the three basic functions of a national financial intelligence unit?,"Receive,analysis,disseminate","Compile,assess,monitor","Investigate,report,record","Train,share,collect",,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
98,第五章.docx,73,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which two actions should Financial Intelligence Units (FIUs) take when submitting a request to another FIU? (Choose 2.),Send the same request to all FIUs,Disclose the reason and purpose for the request,Provide feedback on how the information was used,Make best efforts to provide complete and factual information,,,BD,BD,BD,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
99,第五章.docx,74,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"According to recommendations from the FATF,what role does a country's Financial Intelligence Unit (FIU) play in safeguarding against money laundering?",Analyzes data on STRs,Assists the pursuit of criminal activity by producing suspicious transaction reports,Generates currency transaction reports to send to the central bank,Monitors monthly public statistics on the economy,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
100,第五章.docx,111,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What are the core functions of the financial intelligence unit?,"Receiving,analyzing and transmitting reports of suspicious situations that have been identified and filed",Developing international standards for law enforcement agencies to combat money laundering and the financing of terrorism.,"Coordinating,investigating and prosecuting money-laundering and terrorist financing.",Taking the eradication of money laundering and terrorist financing as the main law enforcement function.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
101,第五章.docx,75,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which two channels can be utilized during a cross-border money laundering investigation to assist in gathering information according to Financial Action Task Force? (Choose 2.),Contacting existing liaison officers in the foreign jurisdiction,Exchanging information between national law enforcement agencies,Contacting the potential suspect or their family members to request information,Submitting only formal requests for information to a financial intelligence unit,,,AB,AB,AB,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
102,第五章.docx,76,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"A large international bank has detected potentially suspicious activity in one of its customer accounts. Following an investigation,the bank has determined the activity to be typical of suspected money laundering.To which entity should this activity be reported on a suspicious transaction report according to Financial Action Task Force?",National Security Council,Financial Intelligence Unit,Local law enforcement agency,Federal law enforcement agency,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
103,第五章.docx,77,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,In which two ways does a government Financial Intelligence Unit interact with public and private sectors? (Choose 2.),It governs the methods of investigation used by competent authorities,It mediates disputes between financial institutions and investigative authorities,It receives and analyzes disclosures filed by financial and non-bank institutions,It disseminates information and the results of its analysis to competent authorities,,,CD,CD,CD,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
104,第五章.docx,78,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What is a primary responsibility of a FIU?,Legislate regulations that enhance the effectiveness of anti-money laundering and Sanctions compliance.,Provide expertise to Egmont working groups including the development of new techniques to launder money.,Act as an intermediary between the entities subject to money laundering obligations and law enforcement agencies.,Publish suspicious activity reports so that entities subject to money laundering obligations are aware of the identities of criminals.,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
105,第三章.docx,185,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"After receiving a report of suspicious activity regarding a specific customer account,the relevant law enforcement agency requested permission to interview bank personnel familiar with the basic transactions. What actions should the compliance officer take?",The compliance officer should consult with the bank's legal counsel and cooperate as much as possible and agree to the interview,The officer should refuse all such interviews until a grand jury is formed or a formal order is issued by the court,The officer should only allow employees who are willing to be interviewed by law enforcement to participate,The officer may only allow interviews with employees after those employees have received immunity from law enforcement,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
106,第五章.docx,84,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"According to the Financial Action Task Force methodology,which situations would require a financial institution(FI) to consider filing a suspicious activity report？?",A FI is unable to verify the relevant customer due diligence documents.,A transaction involves funds exchanged from crypto to fiat currencies.,A FI identifies the payer is a dealer in precious metals or stones.,A beneficiary of a transaction is a politically exposed person.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
107,第五章.docx,113,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"According to FinCEN,when a financial institution (FI) discovers suspicious activities and needs to submit a suspicious activity report (SAR),which of the following statements is correct about Supporting Documentation of SAR? (Choose 2.)",Financial institutions shall formulate written policies and procedures to keep supporting documents.,"SAR supporting documents should always be limited to account name,account details and transaction records.",SAR documents shall be kept as separate paper documents and placed in fire-proof cabinets.,SAR supporting documents should include all documents or records that need to be submitted to help financial institutions judge the activity.,,,AD,AD,AD,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
108,第五章.docx,114,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What are the main responsibilities of a country's financial intelligence unit (FIU)? (Choose 2.),Enacting laws on the operation of financial institutions,"Cooperate with law enforcement agencies,financial institutions and other stakeholders to jointly detect and prevent illegal financial activities.",Promoting information exchange between the public and private sectors,Providing financial services such as banking and investment to the public and private sectors,Check financial institutions to ensure that they comply with alcohol anti-money laundering regulations.,,BC,BC,BC,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
109,第五章.docx,19,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,A bank received a subpoena regarding one of its clients. The financial intelligence unit of the bank should review the subpoena and:?,Adjust the client's risk score and close the case.,"File a suspicious activity report (SAR),including the receipt of the subpoena in the SAR narrative.",Close the client's account by informing the client of the subpoena.,Perform a transaction review and respond fully to the subpoena.,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
