"current_question_number","mapping_source_file","mapping_source_number","mapping_confidence","mapping_status","option_mapping","mapping_reason","proposed_question","proposed_A","proposed_B","proposed_C","proposed_D","proposed_E","proposed_F","current_answer","chinese_answer","proposed_answer","change_type","answer_analysis_risk","agent_notes"
"105","第三章.docx","194","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which two principles should be included in an update by a FATF-Style Regional Body (FSRB)? (Choose two.)","Issue country-specific Mutual Evaluation reports","Address AML/CFT technical assistance of individual members","Identify jurisdictions with weak AML/CFT regimes","Establish AML/CFT standards and typologies","Protect the reputation and standing of FATF","","BE","BE","BE","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"106","第三章.docx","195","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which statement reflects the high-level principles of FATF-Style Regional Bodies (FSRBs)?","Membership, mission, financial procedures and budget","Relying on diverse experiences to enhance overall effectiveness","Access to documents and assistance with meetings","Effective participation and reciprocal evaluation of work","","","D","D","D","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"107","第三章.docx","196","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What do Financial Action Task Force (FATF)-style regional bodies do for their members to help combat money laundering and terrorist financing?","They provide technical assistance to members in implementing FATF recommendations","They assist member countries in penalizing entities that violate FATF standards and recommendations","They work with members on areas of concern outside of anti-money laundering and terrorist financing","They supervise member country financial institutions relating to anti-money laundering and terrorist financing","","","A","A","A","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"108","第三章.docx","197","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which is true about FATF-Style Regional Bodies (FSRBs)?","Tools used by FRSBs include training measures and mutual evaluations of Its members.","A FATF member country cannot also be a member of an FSRB.","FSRBs set standards for their member countries that supplement FATF's standards.","To be a member of an FSRB, a country must have enacted AML and Anti-Terrorist Financing laws.","","","A","A","A","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"109","第三章.docx","155","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A financial intelligence unit (FIU) in a country has received a SAR involving significant suspicious fund transfers, not only within its jurisdiction but also in a foreign country. Further information is required from the foreign country to determine whether the matter needs to be referred for prosecution locally. Which of the following statements is true in this scenario?","Sovereignty of nations means that information cannot be accessed from foreign countries.","It is against international laws on data protection to access information from foreign countries.","Any information related to money laundering can be received from any organization at any time regardless of jurisdiction.","Countries that are members of the Egmont Group can request assistance for information from each other.","","","D","D","D","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"110","第三章.docx","156","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A financial intelligence unit (FIU) receives a SAR involving potential money laundering and wants to share the information with a foreign FIU. Which mechanism enables secure information sharing between FIUs?","Mutual Legal Assistance Treaty (MLAT)","Egmont Secure Web","INTERPOL Database","UN Sanctions","","","B","B","B","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"111","第三章.docx","157","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which operational situation might indicate that money laundering is occurring at or through a deposit-taking financial institution?","The institution has observed an increase in customer demand for large-denomination banknotes.","The institution has observed an increase in the adoption of its digital products and services.","The institution has observed a reduced settlement time in the transaction services that support the rapid movement or remittance of funds.","The institution maintains a sequentially numbered log of the monetary instruments it sells.","","","A","A","A","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"112","第三章.docx","158","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The Egmont Group provides a forum for financial intelligence units (FIUs) to achieve which three objectives? (Choose three.)","Improve global cooperation between FIUs.","Sign memoranda of cooperation that recognize and allow room for case-by-case solutions to specific problems.","Securely share sensitive information in the fight against money laundering and the financing of terrorism.","Propose legislation to combat financial crime, including money laundering and the financing of terrorism.","Establish an environment to foster trust among countries.","","ACE","ACE","ACE","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"113","","","低","仅语言润色","","未找到可靠中文同题；按要求仅润色当前英文，不依据相似题重构语义。","Which of the following is a key objective of the Egmont Group?","Facilitate the exchange of interpretations of international law among regulators through plenary meetings","Promote more effective and secure communication among financial intelligence units through technology","Provide law enforcement advice to national agencies under memoranda of understanding","Verify countries' implementation of FATF standards through an evaluation system","","","B","","B","题干与选项润色","无中文同题可交叉验证；答案B保持不变，需人工核对选项与解析。","仅将题干改为单数的“key objective”，并做语法与大小写润色；未改变选项实质含义。"
"114","第三章.docx","55","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What core objective does the Egmont Group suggest would lead to an effective national financial intelligence unit (FIU)?","The FIU must operate from physically separated premises from other law enforcement agencies and government offices.","The FIU meets the Egmont Group assessment criteria.","The FIU must have absolute trust amongst national and international stakeholders before sensitive information will be exchanged with confidence.","The FIU must be able to promote the value of the government's commitment to embed a corruption free society within the country.","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"115","第三章.docx","56","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which principles of the Egmont Group of Financial Intelligence Units (FIUs) are aimed at maximizing cooperation between FIUs to more effectively combat money laundering? (Choose two.)","Information exchange should take place informally, without too many formal prerequisites.","FIU cooperation should always be channeled through designated intermediaries.","Formal Egmont Group membership requirements ensure a high commitment of the eligible FIUs.","It is within an FIU's authority to sign Memorandums of Understanding independently.","Eliminating spontaneous information sharing between FIUs to reduce the burden of excess investigative work.","","AD","AD","AD","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"116","第三章.docx","57","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What are the main goals of Egmont Group? (Choose two.)","As a joint body of financial intelligence units around the world","Developing international standards aimed at preventing money laundering/combating terrorism","As a prudential regulator of global financial institutions","Providing a platform for the safe exchange of financial information","As an authoritative institution in the field of anti - corruption.","","AD","AD","AD","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"117","第三章.docx","58","高","已确认","A→A; B→B; C→C; D→D; E→E; F→F","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","How does the Egmont Group help its member FIUs achieve their objectives? (Choose three.)","Maintains uniform global formats for funds transfers that assist in the detection of money laundering","Fosters better and secure communication through the application of technology","Provides support to expand and systematize cooperation related to the reciprocal exchange of information","Supplies information on the common money laundering tactics used by terrorists and financial supporters of terrorism","Develops official lists of suspected terrorists on a globally coordinated basis by relevant authorities","Encourages operational autonomy of FIUs","BCF","BCF","BCF","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"118","第三章.docx","59","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What is the main role of the Egmont Group in combating money laundering and terrorist financing?","To establish regulations that countries must use when establishing their own FIUs","To find ways that FIUs can better cooperate amongst themselves and exchange information","To require that all countries participate in a global repository for the sharing of information","To create standards that countries can use when drafting laws to combat money laundering and terrorist financing","","","B","B","B","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"119","第三章.docx","60","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What does the Egmont Group's support for its members include?","Issuing due diligence models for financial institutions","Expanding and systematizing international cooperation in the reciprocal exchange of information","Issuing strategic products for law enforcement agencies and FIUs on topics of international interest","Expanding the ability of FIUs to enforce laws and exchange information globally to combat money laundering and terrorist financing","","","B","B","B","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"120","第三章.docx","61","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What is the goal of the Egmont Group in providing a forum for Financial Intelligence Units (FIUs) around the world?","To improve international laws to combat money laundering and the financing of terrorism and foster the implementation of domestic programs.","To provide a forum for FIUs to improve cooperation in the fight against money laundering and the financing of terrorism and to foster the implementation of domestic programs in this field.","To improve communication with law enforcement in the fight against money laundering and the financing of terrorism and to foster the implementation of domestic programs in this field.","To improve cooperation with state and federal governments in the fight against money laundering and the financing of terrorism and to foster the implementation of domestic programs in this field.","","","B","B","B","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"121","第三章.docx","159","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which statement about the Wolfsberg Group is correct?","Castle in Belgium, where members of financial intelligence agencies of various countries hold a meeting to monitor the development trend in the field of global money laundering prevention","This group is responsible for formulating international laws to prevent money laundering and combat the financing of terrorism","Large international banks held a meeting in this group to formulate global guidelines for preventing money laundering and combating the financing of terrorism","Presidents of central banks held a meeting in this group to discuss the global development trend in the field of preventing money laundering and combating the financing of terrorism","","","C","C","C","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"122","第三章.docx","160","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The Wolfsberg Group's AML Principles on Private Banking?","Require banks to better manage reputational risk and protect the privacy of wealthy clients.","Establish rules for private bankers on how to deal with politically exposed persons (PEPs) and persons residing in high-risk countries.","Advise banks to accept only those clients whose source of funds and beneficial ownership is understood.","Assist financial institutions conducting business in jurisdictions with high data privacy standards in working with industries susceptible to money laundering.","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"123","第三章.docx","71","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which two factors should increase the risk of a correspondent bank customer and require additional due diligence according to the Wolfsberg Anti-Money Laundering Principles for Correspondent Banking? (Choose two.)","The customer is located in a Financial Action Task Force member country and provides services primarily to a local individual customer.","The customer is located in a Financial Action Task Force member country and the bank's head of information security is a politically exposed person.","The customer is located in a Financial Action Task Force member country and provides services to other correspondent banks in neighboring countries.","The customer is located in a non-Financial Action Task Force member country and services mostly commercial customers who engage in international trade.","","","CD","CD","CD","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"124","第三章.docx","162","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Based on the AML principles outlined by the Wolfsberg Group, what do private and correspondent banks have in common when monitoring for terrorist financing?","Numbered or alternate name accounts will only be accepted if the bank has established the identity of the client and beneficial owner.","Account and transactional activity are monitored after the proper identification and verification of customers.","Cash access from a pre-paid card increases the potential that the card will be used for money laundering purposes.","Transaction monitoring examines the relationship between due diligence information and account closings.","","","B","B","B","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"125","第三章.docx","62","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Under the Wolfsberg Anti-Money Laundering Principles for Private Banking, which situation requires enhanced due diligence?","A local wealthy individual wants to become a customer of a local retail bank.","A beneficial owner of an exchange house wants to open an account with the bank.","A wealthy individual from a high-risk country wants to open an account with a private bank.","A new customer asks to set up an exchange house using the bank as the correspondent.","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"126","第三章.docx","63","高","已确认","A→A; B→B; C→C; D→D; E→E; F→F","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A bank's transaction surveillance system triggers an alert for a deposit of 250,000 USD into a client's account. According to the bank's KYC information, the client works for a financial advisory firm, and earns approximately 100,000 USD per year. Which actions should be taken? (Choose three.)","File the suspicious transaction immediately to the financial intelligence unit.","Review the transaction background in the bank's transaction platform.","Review the alert if the deposit is made in cash.","Discard the alert as a false positive hit.","Contact the client advisor to learn if he has any insight on the transaction background.","Request information and documentation from the client on the background of the transaction.","BEF","BEF","BEF","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"127","第三章.docx","64","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A private banker is onboarding a new private investment company. The identities of two directors, a married couple who each own half the shares, have been verified, although only the wife provides the funds. The company later adds another director and shareholder who does not contribute funds. Under the Wolfsberg Anti-Money Laundering Principles for Private Banking, what due diligence is required for the new director and shareholder?","Because it is abnormal for a person to be a director and shareholder of a private investment company but not provide funds, he refuses to open an account.","Further understand the relationship between shareholders and conduct due diligence on the sources of shareholders' funds and wealth.","Verify the identity of this person, including due diligence on background, reputation, and sources of financial wealth.","Further understanding the relationship between shareholders and verifying the identity of this person may include due diligence on her background and reputation.","","","D","D","D","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"128","第三章.docx","65","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What are two aspects of the Wolfsberg Anti-Money Laundering (AML) Principles for Correspondent Banking? (Choose two.)","At least one person, aside from the person sponsoring the relationship, should approve the correspondent relationship.","Correspondent banking is an inherently high risk business and all correspondent bank relationships should be reviewed on an annual basis.","Factors such as politically exposed person involvement and downstream (nested) correspondents increase the risk inherent in a correspondent relationship.","An Institution may assign a low risk rating to a correspondent bank located in a jurisdiction deemed to have an adequate AML environment (e.g., Financial Action Task Force member country) without needing to consider other factors.","","","AC","AC","AC","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"129","第三章.docx","67","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A compliance officer at a small community bank has been asked to review existing customer onboarding policies and procedures to ensure they adequately address anti-money laundering risks. How should customer due diligence be implemented?","With an annual compliance review and approval of customers","With a one-time event conducted at initial customer onboarding","As an ongoing activity that may vary commensurate with the risk profile of the customer","As applicable to customers that pose higher money laundering or terrorist financing risk","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"130","第三章.docx","68","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The Wolfsberg Group has issued a number of documents since its inception aiming to?","Provide advice to regulators around the world on the due diligence requirements for Politically Exposed Persons (PEPs).","Provide FIs with an industry perspective on effective financial crime risk management.","Prevent money laundering or terrorist financing by establishing consistent regulatory standards across the EU.","Provide a standardized process amongst its bank members for combatting ML/TF in private banking.","","","B","B","B","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"131","第三章.docx","69","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which step should be taken to understand the types of financial institutions to whom the services are being offered when a correspondent bank permits `nested` relationships according to the Wolfsberg Group?","Review peer-group clients by risk category","Understand the type and volume of accounts serviced","Evaluate the distribution of downstream correspondents and identify any direct or indirect issues","Obtain independent audits or examination reports for""nested"" relationships to determine risk levels","","","C","C","C","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"132","第三章.docx","70","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What are two requirements for monitoring and reporting suspicious activity for correspondent banking according to the Wolfsberg Principles? (Choose two.)","Incorporate suspicious activity monitoring into periodic reviews","Incorporate due diligence results such as customer risk ratings","Utilize downstream correspondents to investigate and report suspicious activity","Investigate and report suspicious activity only for the correspondent bank's clients","","","AB","AB","AB","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"133","第三章.docx","72","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which two statements in the Wolfsberg Group's`Suppression of the Financing of Terrorism` define the role financial institutions should play in the fight against terrorism? (Choose two.)","Financial institutions need to assist competent authorities in fighting terrorist financing through prevention, detection and information sharing.","Financial institutions need to continuously analyze the types of activity related to terrorist financing and develop models that in the long term will drive down terrorism.","Financial institutions should have financial intelligence units dedicated to the investigation of activity that would lead to the detection of terrorist financing as a means to decrease global terrorism.","Financial institutions should apply extra due diligence whenever they see suspicious or irregular activities, especially when customers are engaged in sectors or activities that have been identified by competent authorities as being used for the financing of terrorism.","","","AD","AD","AD","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"134","第三章.docx","73","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The Wolfsberg Anti-Money Laundering Principles for Private Banking require new clients to be approved by whom?","The board of directors","Only the private banker","The private banker's supervisor","At least one person other than the private banker","","","D","D","D","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"135","第三章.docx","74","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The compliance officer for a private bank has been tasked with writing a policy on how the bank will deal with intermediaries. Which two aspects should be included in the policy in respect of intermediaries to align it with the Wolfsberg Anti-Money Laundering Principles for Private Banking? (Choose two.)","When an intermediary introduces clients to the bank, it is not necessary for the bank to perform due diligence on the intermediary's clients.","Where an intermediary introduces clients to the bank, the bank must obtain the same type of information with respect to an introduced client that would otherwise be obtained by the bank, absent the involvement of the intermediary.","Where an intermediary manages assets on behalf of a number of clients and is the account holder with the bank, but that intermediary does not conduct the same level of due diligence as the bank, it is necessary for the bank to undertake due diligence on the intermediary's clients.","Where an intermediary manages assets on behalf of a number of clients and arranges for the opening of accounts for its clients with the bank, and that intermediary is a financial institution subject to similar regulations, it is necessary for the bank to perform due diligence on the intermediary's clients.","","","BC","BC","BC","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"136","第三章.docx","163","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Under Section 313 of the USA PATRIOT Act, which three factors are included in the definition of a shell bank's physical presence? (Choose three.)","A fixed business address","Employ at least one full-time employee.","Most members of the board of directors must be local residents.","Bank records are kept at the fixed business address.","","","ABD","ABD","ABD","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"137","第三章.docx","164","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which section of the USA PATRIOT Act permits the U.S. government to seize funds deposited in a U.S. correspondent account of a foreign bank, creating extraterritorial impact?","Section 319(b)","Section 314(b)","Section 314(a)","Section 319(a)","","","D","D","D","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"138","第三章.docx","165","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A bank organized under foreign law and located outside of the U.S. maintains a correspondent banking relationship with a U.S.-based bank to handle financial transactions in U.S. dollars for its clients. In compliance with the USA PATRIOT Act of 2001.all U.S. banks and broker-dealers in securities must obtain a signed certification from all non-U.S. foreign bank clients conducting business with them. What information does the USA PATRIOT Act of 2001 require the foreign bank to certify to the U.S. bank? (Choose three.)","The ownership details of the foreign bank.","The foreign bank will not allow indirect use of the correspondent bank accounts by Politically Exposed Persons (PEPs).","The jurisdictions in which the foreign bank maintains a physical presence.","The foreign bank's operations will be limited to the country of incorporation.","The foreign bank will not allow indirect use of the correspondent bank accounts by shell banks.","","ACE","ACE","ACE","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"139","第三章.docx","166","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Section 319(a) of the USA PATRIOT Act?","Allows the appropriate federal banking agency to require a financial organization to produce, within 120 hours, records or information related to the organization's AML compliance or related to a customer of the organization or any account opened, maintained, administered, or managed in the U.S. by the financial organization.","Provides the U.S. Department of Treasury with the authority to apply graduated, proportionate measures against a foreign jurisdiction, foreign financial organization, type of international transaction, or type of account.","Permits the U.S. Government to seize funds from a correspondent bank account in the U.S. that has been opened and maintained for a foreign bank in the same amount as has been deposited with the foreign bank.","Requires due diligence, and in certain situations enhanced due diligence (EDD), for foreign correspondent accounts, which includes virtually all account relationships that organizations can have with a foreign financial organization and private banking for non- citizens of the U.S.","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"140","第三章.docx","167","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which section of the USA PATRIOT Act relates to forfeiture of funds and allows for extraterritorial reach?","Section 319(a)","Section 314(a)","Section 319(b)","Section 314(b)","","","A","A","A","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"141","第三章.docx","198","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What action does the USA PATRIOT Act allow the U.S. government to take against a financial institution located outside the United States?","Allow any U.S. regulator to place a non-U.S. financial institution on the Specially Designated Nationals and Blocked Persons List","Subpoena records from a financial institution that has no physical presence in the United States","Revoke a non-U.S. financial institution's banking license in another country","Sanction an entire country when one financial institution fails to comply with U.S. law","","","B","B","B","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"142","第三章.docx","170","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Under what condition may a U.S. financial institution maintain a correspondent account for a foreign shell bank under the USA PATRIOT Act?","The foreign shell bank has been certified by FATF","The foreign shell bank is located in an approved country","The account has undergone a rigorous risk-based approval process","A U.S. financial institution may not maintain a correspondent account for a foreign shell bank","","","D","D","D","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"143","第三章.docx","171","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","For correspondent accounts under the USA PATRIOT Act, ""certification"" refers to a written representation made by whom?","Federal receiver"" certifying that he is not the beneficial owner of the correspondent account.","Respondent bank, certifying that they do not do business with politically exposed persons.","Correspondent bank, certifying that they do not open correspondent accounts for alternative remittance companies.","Respondent bank, certifying that they do not do business with shell banks.","","","D","D","D","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"144","第三章.docx","172","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A non-U.S. bank asks its U.S. correspondent whether funds in its correspondent account could be seized if a customer is involved in a predicate offense. How should the correspondent bank respond?","""No, only U.S. accounts for U.S. citizens can be seized and forfeited by the competent authority.""","""No, only correspondent accounts of U.S. banks can be seized and forfeited by government agencies.""","""Yes, if it is suspected that money laundering has occurred solely in the U.S.""","""Yes, also if the customer's account is used in a country other than the U.S. by suspected money launderers.""","","","D","D","D","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"145","第三章.docx","174","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which of the following is considered a shell bank as defined by the USA PATRIOT Act?","A bank incorporated in an offshore jurisdiction without a physical presence or employees.","An Internet bank operating in the U.S. providing services worldwide.","A local bank with offices in a non-cooperative jurisdiction which is subject to minimal regulatory supervision.","A bank run by a foreign holding company with offices and staff in an offshore jurisdiction.","","","A","A","A","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"146","第三章.docx","173","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What may the U.S. government do after designating a jurisdiction as a ""primary money laundering concern""?","Obtain transaction information from U.S.-owned subsidiary banks located outside the United States","Close some or all correspondent or payable-through accounts","Ensure that the jurisdiction is added to FATF's list of non-cooperative countries and territories","Ensure that the jurisdiction is added to the Office of Foreign Assets Control's sanctions programs","","","B","B","B","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"147","第三章.docx","75","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A European Union (EU) bank has a correspondent banking relationship with a U.S. bank. Under USA PATRIOT Act Section 311, the U.S. government has enacted special measures against a designated entity that has a payable-through account with the EU bank. Which of the following actions might the U.S. bank be required to take regarding the EU bank's services for the designated entity?","Ensure the designated entity's confidential information is not shared with other entities.","Obtain additional information about customers permitted to use this account.","Verify that the EU bank serves the designated entity.","Perform enhanced due diligence on the EU bank.","","","B","B","B","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
