"current_question_number","mapping_source_file","mapping_source_number","mapping_confidence","mapping_status","option_mapping","mapping_reason","proposed_question","proposed_A","proposed_B","proposed_C","proposed_D","proposed_E","proposed_F","current_answer","chinese_answer","proposed_answer","change_type","answer_analysis_risk","agent_notes"
"95","第二章.docx","53","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which method is used to launder money in casinos?","Purchase chips with cash and play at a table.","Purchase chips with cash and redeem for cash.","Purchase chips with cash and redeem for a check.","Purchase chips with cash and sell to another person for cash.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"96","第二章.docx","114","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following is a red flag indicating potential money laundering or terrorist financing through dealers of precious metals or high-value items?","A customer wants to purchase gold bars with a combination of cash and cryptocurrency.","A customer pays an antique dealer with a credit card for a high-value antique item.","A customer wants a handwritten receipt for a cash purchase of a high-end, limited-edition luxury watch.","A customer specifically requests to purchase a Kimberly Process-certified cut diamond.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"97","第二章.docx","115","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An agent of a wealthy individual from a high-risk country (as per the EU's high-risk jurisdictions list) approaches a notary in an EU country to dispose of assets recently acquired at an auction through an offshore company. The agent holds power of attorney from a law firm in another EU country. The transfer price is significantly lower than the auction price, but the agent refuses to explain the discrepancy. Which red flags should the notary consider? (Choose two.)","The agent acted on behalf of an individual residing in a high-risk jurisdiction.","The power of attorney was issued by a law firm in a different EU country from where the transaction took place.","The assets acquired through an auction were put in the name of an offshore company.","The agent requested a disposal of assets at a lower price than recently acquired","","","CD","CD","CD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"98","第二章.docx","116","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A customer's registered business activity is a domestic carpet cleaning company. Besides domestic receipts, there are incoming weekly transactions from an international reputable auction house starting at 15, 000 USD and averaging 30, 000 USD. The matching cash outgoings amount to 90％ of the incoming deposits to non-related individuals. Which is most concerning for potential money laundering?","The customer's initial international receipt has increased from 15,000 USD to an average of 30,000 USD per transaction per week.","The customer's international incomings are from an international reputable antique auction house.","The customer is a domestic carpet cleaning company.","The customer is paying 90% of the incoming proceeds to non-related individuals in cash.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"99","第二章.docx","54","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An art and antiques auction house sells a well-known painting for USD 12 million to an agent bidding for a group of local investors. The same painting sold at auction for USD 5 million ten years earlier. Payment is received by wire transfer from the investor group's account in an offshore jurisdiction, and no beneficial ownership information is available for that account. Which two facts are money laundering red flags? (Choose two.)","The payment is received via wire transfer.","An agent bids on the painting for a group of investors.","The painting has more than doubled its value in ten years.","Payment is received from an account in an offshore jurisdiction.","Lack of beneficial ownership details for the originating account.","","DE","DE","DE","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"100","第二章.docx","55","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A professional dealer in precious metals and stones in an EU country plans to implement measures to reduce the risk of being misused for money laundering purposes. Which measures are most relevant for achieving this goal? (Choose two.)","Stop accepting cash payments in currencies other than euros.","Stop accepting payments from persons other than the beneficiary.","Only accept trades related to precious metal pool accounts maintained by sophisticated precious metal companies.","Limit the acceptance of purchases without adequate customer identification information.","Limit direct contact between customer and employees.","","BD","BD","BD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"101","第二章.docx","56","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A precious metals dealer opens a new account with a bank. Which requires a referral to AML Investigations for further review?","International outgoing wires to diamond dealers that are part of the diamond pipeline.","Payments received on the account reference unknown companies in the instructions.","International incoming payments from foreign companies in which the precious metals dealer has an established relationship.","Multiple daily point of sale transactions from third parties that appear to be individuals.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"102","第二章.docx","57","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which two aspects of precious metals pose the highest risk of money laundering? (Choose two.)","Some precious metals can be formed into other objects, making them easier to transport","Precious metals have high intrinsic value in a relatively compact form and are easy to convert into currency","The value of precious metals can be inflated easily, making it easy to increase the amount of money laundered","Precious metals can be readily used in many high-tech commercial applications, making them all the more valuable","","","AB","AB","AB","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"103","第二章.docx","58","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A typical red flag regarding potential money laundering in connection with an art purchase occurs when a customer:","pays more at an auction for a painting than the estimated maximum price.","asks to pay a large amount in cash without a comprehensible reason.","buys a painting as an anonymous bidder and provides the source of wealth.","asks to pay in installments and pays from two differently named accounts.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"104","第二章.docx","155","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","In order for a terrorist organization to move funds from Cyprus to England through trade-based money laundering, which technique would be used?","A Cyprus-based exporter short-ships a shipment to London.","An England-based exporter over-invoices a shipment to Cyprus.","A Cyprus-based exporter over-invoices a shipment to London.","An England-based exporter under-invoices a shipment to Cyprus.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"105","第二章.docx","117","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which AML control is most important for reducing the high risks associated with the precious metals industry?","Verify the supplier's identity.","Understand downstream customers.","Keep the source of metals confidential.","Designate a compliance officer.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"106","第二章.docx","118","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which red flags could indicate increased terrorist financing and money laundering risks related to cultural objects and high-value art? (Choose Three.)","Use of art storage facilities located in tax-free zones.","Paying fair market value or premium prices for valuable art, gems, or precious metals at auction.","Engagement of third-party art advisors as representatives at art auctions.","High-quality single pieces of significant value sold on social media platforms.","Use of art and antiquity experts to verify an item's authenticity. U. S. FinCEN Guidance on Art and Antiquities Trade AML Risks","","ACD","ACD","ACD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"107","第二章.docx","119","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which red flags could indicate increased terrorist financing and money laundering risks related to cultural objects? (Choose Three.)","Use of art storage facilities located in tax-free zones.","Paying fair market value or premium prices for valuable art, gems, or precious metals at auction.","Engagement of third-party art advisors as representatives at art auctions.","High-quality single pieces of significant value sold on social media platforms.","Use of art and antiquity experts to verify an item's authentic","","ACD","ACD","ACD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"108","第二章.docx","120","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Can trading in antiques be useful for money laundering?","No, because the antiques market is rather small and unusual transactions would draw attention.","No, because antique sales and purchases are highly regulated worldwide.","Yes, because cash is often physically hidden within the antiques themselves.","Yes, because antiques can be of high value and often easily transported.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"109","第二章.docx","121","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which money laundering channel is associated with automobile dealerships?","Drug trafficking at dealership locations.","Undeclared cash payments for automobiles.","Failing to issue a dealer invoice.","Exchanging drugs for shares in a dealership.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"110","第二章.docx","122","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","What can professional service providers, such as lawyers, accountants, and financial professionals, offer organized criminal groups or terrorists?","A guarantee that crimes will not be prosecuted.","Forged identity documents that criminals can use to flee to another country.","Knowledge and skills that the criminals lack.","Professional training on red flags and methods of evading detection.","","","C","C","C","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"111","第二章.docx","123","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which scenario indicates potential money laundering activity by a lawyer?","A lawyer's trust account regularly receives wire transfers from unknown remitters from a higher-risk country and immediately transfers the same amount of funds received to a known beneficiary's account in a low-risk country.","A lawyer located in a higher-risk country deposits their firm's bank draft issued from their trust account to another lawyer's trust account located in a low-risk country for legal services rendered.","A lawyer's trust account receives a large-value wire transfer from a regulated insurance company and immediately transfers the same amount of funds received to the beneficiary's bank account located in a low-risk country.","A lawyer's trust account receives a large wire transfer deposit from a client that wanted to purchase a piece of property and then transfers the same amount to the property seller's lawyer's trust account.","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"112","第二章.docx","124","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Gatekeepers, including accountants, can be well-positioned to identify and detect changes in the type of work or the nature of a client's activities. In order to do so, they need to understand the risks associated with: (Choose Two.)","The seasoning of accounting clients.","Corporate entity customers.","The subject matter of requested services.","Short-term client relationships.","","","BC","BC","BC","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"113","第二章.docx","125","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","During the course of work on behalf of a client, a lawyer participated in the movement of money. If the lawyer suspects an act of money laundering, which of the following should the lawyer do according to European Union Money Laundering Directives?","Follow bank secrecy laws.","Report the facts to the competent authorities.","Inform the client of the intent to terminate services.","Adhere to business confidentiality laws.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"114","第二章.docx","126","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A prospective client walks into an accounting firm wanting to incorporate a company. The accountant feels uncomfortable after the meeting. Which two of the accountant's observations warrants escalation to the compliance officer? (Choose two.)","The prospective client presents confusing details about the proposed business and has very little knowledge about the proposed business activity.","The prospective client is able to provide source of funds and source of wealth documents.","The prospective client exhibits confidence when speaking to the accountant when providing personal details.","The principal activities of the proposed company are importing and exporting new furniture.","The prospective client is unable to provide information about the beneficial owners.","","AE","AE","AE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"115","第二章.docx","127","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which activities conducted by a lawyer could be a red flag for money laundering? (Choose two.)","The lawyer was paid substantially higher than usual fees.","The lawyer worked unusual hours to perform case duties.","The lawyer does not have experience in providing the particular services requested.","The lawyer spent two days working a case.","The lawyer does not document case notes for the services provided.","","AC","AC","AC","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"116","第二章.docx","128","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A client has retained a lawyer to create a financial holding company. The lawyer resides in Europe. The client provides all requested documentation to the lawyer. However, the lawyer becomes suspicious that the customer is engaged in criminal activity and intends to use the financial holding company for money laundering purposes. Which of the following should an anti-money laundering specialist recommend according to the European Union Money Laundering Directives?","There is no need to file a suspicious transaction report, as this activity is covered by attorney-client privilege.","Freeze the client's assets so that all records can be turned over to the competent authorities.","Report the activity as suspicious to the competent authority because the lawyer is covered by these directives.","Consult with the competent authority to receive advice on how to handle the transaction.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"117","第二章.docx","59","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Based on studies executed by the Organization for Economic Cooperation and Development (OECD), which occupations are particularly vulnerable to the use of false identities and identity theft?","Government officers","Sea port officers","Lawyers","Laborers","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"118","第二章.docx","60","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An accounting firm opened an account at a bank that is intended to be used as the operational account for the business. After a few months, a comprehensive review of the account was triggered due to unusual activity on the account. Which most likely triggered the review?","The account receives international payments that are substantially higher than other fees they typically receive.","The account sends monthly donations to several charities that operate in the same communities as the accounting firm.","The account receives several payments a day from multiple customers who operate in different industries.","The account receives international wires from companies in the Middle East where the accounting firm has several branches.","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"119","第二章.docx","61","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","How can gatekeepers like lawyers, notaries, and company service providers play a key role in the fight against money laundering?","Identifying challenges in keeping current and accurate beneficial ownership information depending upon the nature and activities of their client","Facilitating tax optimization schemes by establishing trust and company structures in offshore locations","Providing a public fiduciary function by performing the role of trusted third parties","Implementing an internal AML program, which includes the detection and reporting of suspicious transactions","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"120","第二章.docx","62","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which three methods are commonly used by an accountant to launder money? (Choose three.)","Representing a client in court","Understating income to take a tax loss","Overstating income to hide excess cash","Acting as a conduit for transferring cash between accounts","Acting as a designee for someone who wishes to hide their identity","","CDE","CDE","CDE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"121","第二章.docx","63","高","已确认","A→A;B→B;C→C;D→D;E→E;F→F","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A financial institution (FI) is fined for failure to implement an effective AML program. Which consequences could the regulator impose on the bank's Chief AML Officer? (Choose three.)","Recommend termination of employment from the FI","Civil and criminal prosecution, fines, and imprisonment","Loss of professional accounting and legal designations","Add to the OFAC Specially Designated Nationals (SDNs)","Ban from employment in the financial services industry","Prohibition from dealing with goods on the Wassenaar","ABE","ABE","ABE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"122","第二章.docx","64","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An EU Trust and Company Service Provider (TCSP) analyst notices some unusual activity while looking through a customer's financial statements and detailed general ledger. The customer is in the business of importing and exporting machineries. Which transaction indicator warrants further escalation to the compliance officer?","Inter-company loans from the holding company to the subsidiary company to finance the shipment of machinery.","The payment of virtual offices services overseas.","The payment of consultancy fees to unrelated companies and service providers established in a foreign jurisdiction.","The payment of company secretarial retainer fees to a foreign company in a tax efficient jurisdiction.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"123","第二章.docx","65","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A trust and company service provider (TCSP) should have policies and procedures to identify critical information about which party?","general manager.","signatory.","controller.","registered address.","","","C","C","C","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"124","第二章.docx","66","高","已确认","A→A;B→B;C→C;D→D;E→E","原候选中文题错配；已在全中文题库中按完整题干和五个选项重新定位到中文第二章第66题，答案AB及选项顺序均一致。","According to FATF, as part of its risk assessment, which information must a trust and company service provider (TCSP) understand when establishing and administering a trust? (Choose two.)","The source of funds in the structure.","The general purpose of the structure.","Responsibilities and authority within the structure.","The trust's management structure.","The general nature of the trust's business.","","AB","AB","AB","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已纠正候选映射来源：中文第二章第66题。此前候选第二章第65题不得使用。"
"125","第二章.docx","67","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Potential indicators of money laundering associated with Trust and Company Service Providers include: (Choose two.)","multi-jurisdictional wire transfers with no legal purpose.","house of legal persons in jurisdictions with strict secrecy laws.","structuring cash deposits into third party accounts.","generation of rental income to legitimize illicit funds.","frequent deposits to or withdrawals from bank accounts.","","AB","AB","AB","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"126","第二章.docx","68","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which is an indicator that there is an attempt to conceal a company's true beneficial ownership?","Recent changes to the company's ownership structure have been documented internally and are reflected in documents filed with local authorities.","Beneficial ownership information from the time that the company was formed several years ago does not match the current beneficial ownership information.","The person filling out an application on the company's behalf indicates that a beneficial owner is a nominee for another person not named in the company's documentation.","The company has a subsidiary in another jurisdiction, and the beneficial ownership of the subsidiary includes a local investor in that jurisdiction.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"127","第二章.docx","69","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A corporate services provider in a European Union (EU) country has a prospect from an African country who deals in oil and gas. The prospect intends to develop an oil terminal in his home country with a $75 million dollar loan secured by a third party, which is a trust formed in a Caribbean island with a holding company based in a European secrecy haven. A young lady is presented as an ultimate beneficial owner who has gained her wealth through a fitness studio in her home country. What are two red flags that could indicate money laundering or financing terrorism? (Choose two.)","A loan worth $75 million with a third-party guarantor","The guarantor company's ownership structure is overly complex","The prospect wishes to have a corporate structure with a holding company in EU country","The ultimate beneficial owner is young lady who has gained her wealth through a small business","","","BD","BD","BD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"128","第二章.docx","129","高","已确认","A→A;B→B;C→C;D→D;E→E;F→F","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A student contacts a real estate broker to view a home but cancels at the last minute due to illness. The student then seeks to purchase the overvalued USD 800,000 home quickly despite the broker's objections to the asking price. Which three real estate red flags should the broker identify? (Choose three.)","Anonymity","Structuring","Value","Flow through","Inconsistency","Transaction speed","CEF","CEF","CEF","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"129","第二章.docx","70","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which is most relevant when examining transactions suspected of being associated with money laundering via real estate?","The financial institutions involved in the transaction","The asset's location","The beneficial owner of the asset","The currency used for payment","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"130","第二章.docx","71","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","The owner of a real estate investment company deposits multiple cashier's checks that were bought using cash over a three month period, from the sale of two apartments. This account also receives several electronic transfers from other financial institutions for $10,000 USD each. What activity is considered suspicious of money laundering?","Receiving electronic transfers for $10,000 USD amounts from other financial institutions","Using cashier's checks in the transactions with the real estate investment company's account","Performing operations with real estate investment companies","Using cash to buy multiple cashier's checks over a period of time","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"131","第二章.docx","72","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A U. K. real estate agent has three foreign clients interested in purchasing an apartment building, valued at £30 million, in the outskirts of London as an investment property. The clients are not willing to have their names provided to the bank. The clients want the purchase to be made in the names of three private companies for privacy reasons. The plan is to wire the funds into an account held in the name of another private company at a bank in London. Which red flag should stop the agent from discussing this potential purchase further?","The clients are foreign","The clients have the funds necessary to fund a £30million purchase","The clients are not willing to have their names provided to the bank","The clients want the purchase to be made in the names of the private companies","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"132","第二章.docx","130","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following statements is correct?","Systemic weaknesses of free trade zones can include inadequate AML/CFT safeguards, insufficient supervision by local authorities, and weak procedures for inspecting goods.","Cuckoo smurfing is a FATF-recognized method involving nested accounts opened with shell banks in secrecy havens to conduct structured transfers.","In its 40 Recommendations, FATF published an exhaustive list of designated offenses that alone may serve as predicate offenses for money laundering.","Electronic money is unattractive to money launderers because it cannot offer anonymity or enable rapid, convenient transfers of large amounts.","","","A","A","A","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"133","第二章.docx","74","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which method to finance terrorism involves falsifying transaction-related documents?","Bribery","Black market peso exchange","Trade-based money laundering","Informal value transfer system","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"134","第二章.docx","75","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","The branch manager notices that a number of customers come in weekly and always use the same teller to process their deposits. The manager notices that the customers and the teller, who are from the same ethnic group, are speaking in a foreign language and every once in a while the customers from local ethnic restaurants will bring the teller lunch. The commercial customers that visit the teller generallydeposit the same amount of cash each time they come in. How should the branch manager respond to this activity?","Transfer the teller to another branch","Conduct further investigation before taking any other action","Encourage the teller to bring in more business from the ethnic community","Suggest to the teller to send the customers to other tellers to avoid the opportunity for collusion","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"135","第二章.docx","131","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","The Black Market Peso Exchange (BMPE) is a form of:","Structuring.","Trade-based money laundering.","Bulk cash smuggling.","Sanctions evasion.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"136","第二章.docx","76","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which method to launder money through deposit-taking institutions is closely associated with international trade?","Forming a shell company","Structuring cash deposits/withdrawals","Investing in legitimate businesses with illicit funds","Using Black Market Peso Exchange","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"137","第二章.docx","73","中","待人工确认","A→A;B→B;C→C;D→D;E→E","题干、选项数量和答案字母与中文候选一致，但正确选项E的中英文原文均表述含混。","A compliance officer is reviewing transactions involving a company suspected of wildlife trafficking. Which two activities are commonly associated with wildlife trafficking schemes? (Choose two.)","Using fraudulent financial instruments to pay transportation expenses.","Converting fiat currency into cryptocurrency to pay a wildlife farm.","Large wire transfers between wildlife farms and companies whose stated business is inconsistent with the activity.","A request to pay proceeds to an unrelated third party.","Activity involving politically exposed persons responsible for environmental, wildlife, or forestry oversight.","","CE","CE","CE","术语统一、机器翻译改写与语言润色；含人工确认项","中：建议答案CE沿用当前答案；选项E需对照权威原题确认。","仅对选项E作保守澄清，未改变其核心概念或答案。"
